NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
1,Brasil,1550,Milhões de Reais,1820103,1,Brasil,201804,4º trimestre 2018,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,1757554,1,Brasil,201901,1º trimestre 2019,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,1826761,1,Brasil,201902,2º trimestre 2019,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,1880610,1,Brasil,201903,3º trimestre 2019,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,1924206,1,Brasil,201904,4º trimestre 2019,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,1868095,1,Brasil,202001,1º trimestre 2020,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,1752724,1,Brasil,202002,2º trimestre 2020,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,1929323,1,Brasil,202003,3º trimestre 2020,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2059455,1,Brasil,202004,4º trimestre 2020,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2156670,1,Brasil,202101,1º trimestre 2021,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2203639,1,Brasil,202102,2º trimestre 2021,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2295851,1,Brasil,202103,3º trimestre 2021,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2355982,1,Brasil,202104,4º trimestre 2021,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2319528,1,Brasil,202201,1º trimestre 2022,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2517481,1,Brasil,202202,2º trimestre 2022,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2601182,1,Brasil,202203,3º trimestre 2022,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2641485,1,Brasil,202204,4º trimestre 2022,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2581018,1,Brasil,202301,1º trimestre 2023,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2727580,1,Brasil,202302,2º trimestre 2023,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2769445,1,Brasil,202303,3º trimestre 2023,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2865301,1,Brasil,202304,4º trimestre 2023,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2753200,1,Brasil,202401,1º trimestre 2024,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2921229,1,Brasil,202402,2º trimestre 2024,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,2989913,1,Brasil,202403,3º trimestre 2024,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,3080367,1,Brasil,202404,4º trimestre 2024,933,Produto Interno Bruto
1,Brasil,1550,Milhões de Reais,3019579,1,Brasil,202501,1º trimestre 2025,933,Produto Interno Bruto
