NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
1,Brasil,2,%,11.9,1,Brasil,201610,ago-set-out 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.0,1,Brasil,201611,set-out-nov 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.2,1,Brasil,201612,out-nov-dez 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.7,1,Brasil,201701,nov-dez-jan 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.3,1,Brasil,201702,dez-jan-fev 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.9,1,Brasil,201703,jan-fev-mar 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.7,1,Brasil,201704,fev-mar-abr 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.4,1,Brasil,201705,mar-abr-mai 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.1,1,Brasil,201706,abr-mai-jun 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.9,1,Brasil,201707,mai-jun-jul 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.7,1,Brasil,201708,jun-jul-ago 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.5,1,Brasil,201709,jul-ago-set 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.3,1,Brasil,201710,ago-set-out 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.1,1,Brasil,201711,set-out-nov 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.9,1,Brasil,201712,out-nov-dez 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.3,1,Brasil,201801,nov-dez-jan 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.7,1,Brasil,201802,dez-jan-fev 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.2,1,Brasil,201803,jan-fev-mar 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.0,1,Brasil,201804,fev-mar-abr 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.8,1,Brasil,201805,mar-abr-mai 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.6,1,Brasil,201806,abr-mai-jun 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.4,1,Brasil,201807,mai-jun-jul 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.3,1,Brasil,201808,jun-jul-ago 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.0,1,Brasil,201809,jul-ago-set 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.9,1,Brasil,201810,ago-set-out 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.7,1,Brasil,201811,set-out-nov 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.7,1,Brasil,201812,out-nov-dez 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.2,1,Brasil,201901,nov-dez-jan 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.6,1,Brasil,201902,dez-jan-fev 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.8,1,Brasil,201903,jan-fev-mar 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.6,1,Brasil,201904,fev-mar-abr 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.4,1,Brasil,201905,mar-abr-mai 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.1,1,Brasil,201906,abr-mai-jun 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.0,1,Brasil,201907,mai-jun-jul 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.9,1,Brasil,201908,jun-jul-ago 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.9,1,Brasil,201909,jul-ago-set 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.8,1,Brasil,201910,ago-set-out 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.3,1,Brasil,201911,set-out-nov 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.1,1,Brasil,201912,out-nov-dez 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.4,1,Brasil,202001,nov-dez-jan 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.8,1,Brasil,202002,dez-jan-fev 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.4,1,Brasil,202003,jan-fev-mar 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.7,1,Brasil,202004,fev-mar-abr 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.1,1,Brasil,202005,mar-abr-mai 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.6,1,Brasil,202006,abr-mai-jun 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.1,1,Brasil,202007,mai-jun-jul 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.8,1,Brasil,202008,jun-jul-ago 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.9,1,Brasil,202009,jul-ago-set 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.6,1,Brasil,202010,ago-set-out 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.4,1,Brasil,202011,set-out-nov 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.2,1,Brasil,202012,out-nov-dez 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.5,1,Brasil,202101,nov-dez-jan 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.6,1,Brasil,202102,dez-jan-fev 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.9,1,Brasil,202103,jan-fev-mar 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.8,1,Brasil,202104,fev-mar-abr 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.7,1,Brasil,202105,mar-abr-mai 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,14.2,1,Brasil,202106,abr-mai-jun 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.7,1,Brasil,202107,mai-jun-jul 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,13.1,1,Brasil,202108,jun-jul-ago 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.6,1,Brasil,202109,jul-ago-set 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,12.1,1,Brasil,202110,ago-set-out 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.6,1,Brasil,202111,set-out-nov 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.1,1,Brasil,202112,out-nov-dez 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.2,1,Brasil,202201,nov-dez-jan 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.2,1,Brasil,202202,dez-jan-fev 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,11.1,1,Brasil,202203,jan-fev-mar 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,10.5,1,Brasil,202204,fev-mar-abr 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,9.8,1,Brasil,202205,mar-abr-mai 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,9.3,1,Brasil,202206,abr-mai-jun 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,9.1,1,Brasil,202207,mai-jun-jul 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,8.9,1,Brasil,202208,jun-jul-ago 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,8.7,1,Brasil,202209,jul-ago-set 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,8.3,1,Brasil,202210,ago-set-out 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,8.1,1,Brasil,202211,set-out-nov 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.9,1,Brasil,202212,out-nov-dez 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,8.4,1,Brasil,202301,nov-dez-jan 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,8.6,1,Brasil,202302,dez-jan-fev 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,8.8,1,Brasil,202303,jan-fev-mar 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,8.5,1,Brasil,202304,fev-mar-abr 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,8.3,1,Brasil,202305,mar-abr-mai 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,8.0,1,Brasil,202306,abr-mai-jun 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.9,1,Brasil,202307,mai-jun-jul 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.8,1,Brasil,202308,jun-jul-ago 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.7,1,Brasil,202309,jul-ago-set 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.6,1,Brasil,202310,ago-set-out 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.5,1,Brasil,202311,set-out-nov 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.4,1,Brasil,202312,out-nov-dez 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.6,1,Brasil,202401,nov-dez-jan 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.8,1,Brasil,202402,dez-jan-fev 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.9,1,Brasil,202403,jan-fev-mar 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.5,1,Brasil,202404,fev-mar-abr 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,7.1,1,Brasil,202405,mar-abr-mai 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,6.9,1,Brasil,202406,abr-mai-jun 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,6.8,1,Brasil,202407,mai-jun-jul 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,6.6,1,Brasil,202408,jun-jul-ago 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,6.4,1,Brasil,202409,jul-ago-set 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,6.2,1,Brasil,202410,ago-set-out 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,6.1,1,Brasil,202411,set-out-nov 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,6.2,1,Brasil,202412,out-nov-dez 2024,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,6.5,1,Brasil,202501,nov-dez-jan 2025,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
1,Brasil,2,%,6.8,1,Brasil,202502,dez-jan-fev 2025,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
